run_at,ticker,signal,signal_rank,conviction_score,data_quality_score
2026-07-18T18:11:16.528642+00:00,MONC.MI,strong_buy,4,0.0,0.95
2026-07-18T18:11:16.528642+00:00,BZU.MI,buy,3,0.0,0.95
2026-07-18T18:11:16.528642+00:00,BMPS.MI,hold,2,0.0,0.65
2026-07-18T18:11:16.528642+00:00,NEXI.MI,hold,2,0.0,0.9
2026-07-18T18:11:16.528642+00:00,BAMI.MI,hold,2,0.0,0.65
2026-07-18T18:11:16.528642+00:00,A2A.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,IVG.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,PST.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,STLAM.MI,hold,2,0.0,0.9
2026-07-18T18:11:16.528642+00:00,BPE.MI,hold,2,0.0,0.65
2026-07-18T18:11:16.528642+00:00,ISP.MI,hold,2,0.0,0.65
2026-07-18T18:11:16.528642+00:00,INW.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,AZM.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,HER.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,SRG.MI,hold,2,0.0,0.85
2026-07-18T18:11:16.528642+00:00,ENI.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,AMP.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,LTMC.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,FCT.MI,hold,2,0.0,0.9
2026-07-18T18:11:16.528642+00:00,UCG.MI,hold,2,0.0,0.65
2026-07-18T18:11:16.528642+00:00,REC.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,LDO.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,TEN.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,UNI.MI,hold,2,0.0,0.7
2026-07-18T18:11:16.528642+00:00,SPM.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,DIA.MI,hold,2,0.0,0.85
2026-07-18T18:11:16.528642+00:00,CPR.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,IG.MI,hold,2,0.0,0.9
2026-07-18T18:11:16.528642+00:00,BMED.MI,hold,2,0.0,0.65
2026-07-18T18:11:16.528642+00:00,RACE.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,PRY.MI,hold,2,0.0,0.95
2026-07-18T18:11:16.528642+00:00,TIT.MI,avoid,1,0.0,0.9
2026-07-18T18:11:16.528642+00:00,ENEL.MI,avoid,1,0.0,0.95
2026-07-18T18:11:16.528642+00:00,BC.MI,avoid,1,0.0,0.95
2026-07-18T18:11:16.528642+00:00,MB.MI,avoid,1,0.0,0.6
2026-07-18T18:11:16.528642+00:00,AVIO.MI,avoid,1,0.0,0.95
2026-07-18T18:11:16.528642+00:00,TRN.MI,avoid,1,0.0,0.75
2026-07-18T18:11:16.528642+00:00,G.MI,avoid,1,0.0,0.85
2026-07-18T18:11:16.528642+00:00,STMMI.MI,avoid,1,0.0,0.95
2026-07-18T18:11:16.528642+00:00,FBK.MI,avoid,1,0.0,0.65
