run_at,ticker,signal,signal_rank,conviction_score,data_quality_score
2026-07-18T12:09:42.364367+00:00,SGO.PA,buy,3,0.0,0.95
2026-07-18T12:09:42.364367+00:00,MC.PA,buy,3,0.0,0.95
2026-07-18T12:09:42.364367+00:00,ML.PA,hold,2,0.0,0.6
2026-07-18T12:09:42.364367+00:00,TEP.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,SAN.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,ACA.PA,hold,2,0.0,0.65
2026-07-18T12:09:42.364367+00:00,RI.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,EN.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,RNO.PA,hold,2,0.0,0.9
2026-07-18T12:09:42.364367+00:00,CA.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,CAP.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,DG.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,TTE.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,STLAP.PA,hold,2,0.0,0.9
2026-07-18T12:09:42.364367+00:00,BNP.PA,hold,2,0.0,0.6
2026-07-18T12:09:42.364367+00:00,URW.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,EDEN.PA,hold,2,0.0,0.85
2026-07-18T12:09:42.364367+00:00,PUB.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,AC.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,VIE.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,KER.PA,hold,2,0.0,0.9
2026-07-18T12:09:42.364367+00:00,ENGI.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,BVI.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,GLE.PA,hold,2,0.0,0.65
2026-07-18T12:09:42.364367+00:00,DSY.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,MT.AS,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,HO.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,CS.PA,hold,2,0.0,0.9
2026-07-18T12:09:42.364367+00:00,SAF.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,RMS.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,OR.PA,hold,2,0.0,0.95
2026-07-18T12:09:42.364367+00:00,ORA.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,BN.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,EL.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,LR.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,ERF.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,AI.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,AIR.PA,avoid,1,0.0,0.95
2026-07-18T12:09:42.364367+00:00,SU.PA,avoid,1,0.0,0.95
2026-07-18T12:19:43.429551+00:00,SGO.PA,buy,3,0.3856,0.95
2026-07-18T12:19:43.429551+00:00,MC.PA,buy,3,0.3978,0.95
2026-07-18T12:19:43.429551+00:00,ML.PA,hold,2,0.09,0.6
2026-07-18T12:19:43.429551+00:00,TEP.PA,hold,2,0.3775,0.95
2026-07-18T12:19:43.429551+00:00,SAN.PA,hold,2,0.3598,0.95
2026-07-18T12:19:43.429551+00:00,ACA.PA,hold,2,0.2289,0.65
2026-07-18T12:19:43.429551+00:00,RI.PA,hold,2,0.3313,0.95
2026-07-18T12:19:43.429551+00:00,EN.PA,hold,2,0.2148,0.95
2026-07-18T12:19:43.429551+00:00,RNO.PA,hold,2,0.0998,0.9
2026-07-18T12:19:43.429551+00:00,CA.PA,hold,2,0.2031,0.95
2026-07-18T12:19:43.429551+00:00,CAP.PA,hold,2,0.4212,0.95
2026-07-18T12:19:43.429551+00:00,DG.PA,hold,2,0.4005,0.95
2026-07-18T12:19:43.429551+00:00,TTE.PA,hold,2,0.3954,0.95
2026-07-18T12:19:43.429551+00:00,STLAP.PA,hold,2,0.0863,0.9
2026-07-18T12:19:43.429551+00:00,BNP.PA,hold,2,0.1782,0.6
2026-07-18T12:19:43.429551+00:00,URW.PA,hold,2,0.2739,0.95
2026-07-18T12:19:43.429551+00:00,EDEN.PA,hold,2,0.2255,0.85
2026-07-18T12:19:43.429551+00:00,PUB.PA,hold,2,0.3387,0.95
2026-07-18T12:19:43.429551+00:00,AC.PA,hold,2,0.1544,0.95
2026-07-18T12:19:43.429551+00:00,VIE.PA,hold,2,0.1471,0.95
2026-07-18T12:19:43.429551+00:00,KER.PA,hold,2,0.0638,0.9
2026-07-18T12:19:43.429551+00:00,ENGI.PA,hold,2,0.1296,0.95
2026-07-18T12:19:43.429551+00:00,BVI.PA,hold,2,0.269,0.95
2026-07-18T12:19:43.429551+00:00,GLE.PA,hold,2,0.1172,0.65
2026-07-18T12:19:43.429551+00:00,DSY.PA,hold,2,0.2792,0.95
2026-07-18T12:19:43.429551+00:00,MT.AS,hold,2,0.2067,0.95
2026-07-18T12:19:43.429551+00:00,HO.PA,hold,2,0.2168,0.95
2026-07-18T12:19:43.429551+00:00,CS.PA,hold,2,0.1404,0.9
2026-07-18T12:19:43.429551+00:00,SAF.PA,hold,2,0.0625,0.95
2026-07-18T12:19:43.429551+00:00,RMS.PA,hold,2,0.1211,0.95
2026-07-18T12:19:43.429551+00:00,OR.PA,hold,2,0.1033,0.95
2026-07-18T12:19:43.429551+00:00,ORA.PA,avoid,1,0.0614,0.95
2026-07-18T12:19:43.429551+00:00,BN.PA,avoid,1,0.1158,0.95
2026-07-18T12:19:43.429551+00:00,EL.PA,avoid,1,0.1092,0.95
2026-07-18T12:19:43.429551+00:00,LR.PA,avoid,1,0.1007,0.95
2026-07-18T12:19:43.429551+00:00,ERF.PA,avoid,1,0.0997,0.95
2026-07-18T12:19:43.429551+00:00,AI.PA,avoid,1,0.0979,0.95
2026-07-18T12:19:43.429551+00:00,AIR.PA,avoid,1,0.0639,0.95
2026-07-18T12:19:43.429551+00:00,SU.PA,avoid,1,0.048,0.95
