ticker,name,sector,market_cap,trailing_pe,forward_pe,price_to_book,dividend_yield,current_ratio,debt_to_equity,return_on_equity,return_on_assets,profit_margins,revenue_growth,earnings_growth,free_cashflow,enterprise_value,ebitda,ebit,total_revenue,total_debt,total_cash,book_value,total_assets,total_current_assets,total_liabilities,total_current_liabilities,net_income,operating_cashflow,gross_margin,ncav,shares_outstanding,return_on_assets_prev,gross_margin_prev,current_ratio_bs,current_ratio_bs_prev,leverage,leverage_prev,asset_turnover,asset_turnover_prev,shares_outstanding_prev,interest_expense,last_price,errors,data_sources,fcf_yield,ev_ebitda,ev_ebit,earnings_yield_ebit,earnings_yield_pe,ncav_to_market,roic_proxy,data_quality_score,metrics_present,metrics_total,sector_composite_score,models_passed,model_count,mean_model_score,weighted_model_score,weighted_pass_score,min_model_score,max_model_score,pass_rate,weight_sum,families_passed,family_count,passed_families,family_mean_score,risk_family_passed,risk_mean_score,composite_score,signal,signal_rank,weeks_at_signal,signal_trend,conviction_score,stability_label
ADBE,Adobe Inc.,Technology,99537977344.0,14.325516,9.110168,8.674611,,0.751,61.443,0.62953997,0.2417276918904258,0.28689,0.127,0.079,9218374656.0,100988977152.0,9729000448.0,8706000000.0,23769000000.0,7077000192.0,5625999872.0,28.867,29496000000.0,10163000000.0,,10200000000.0,7130000000.0,10031000000.0,0.8926753334174765,,413000000.0,0.18392325504465762,0.89035108114392,0.9963725490196078,1.067579127459367,0.22538649308380798,0.20033079722130334,0.8058380797396257,0.711379424412835,441000000.0,263000000.0,250.41,[],{},0.09261163328788165,10.380200688834423,11.599928457615437,0.08620742823146402,0.06980551346283094,,0.451181592039801,0.95,19,20,0.895992744145959,9.0,22.0,0.5341409090909092,0.5341409090909092,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,3,5,"cheapness,quality,risk",0.51067,True,0.9,0.9178,strong_buy,4,7,stable,0.5169,persistent
CMCSA,Comcast Corporation,Communication Services,85025333248.0,7.679487,6.6147094,0.9466239,5.51,0.796,100.474,0.114879996,0.07335189321830606,0.08966,-0.012,-0.668,12697624576.0,167937327104.0,34072999936.0,20670000000.0,123707000000.0,90381000704.0,7661000192.0,25.311,272631000000.0,29567000000.0,,33524000000.0,19998000000.0,33643000000.0,0.7174695045551182,,3604212627.0,0.0608239328953349,0.7007540551680662,0.8819651592888677,0.6771178090497966,0.36289710267724506,0.3722348062251372,0.45375250796864625,0.46478545214134653,3787746392.0,4409000000.0,23.96,[],{},0.14933930972036125,4.928750841412263,8.124689264828254,0.12308163025126338,0.13021703142410423,,0.08644665359023367,1.0,20,20,0.8477272727272728,13.0,22.0,0.711790909090909,0.711790909090909,0.5909090909090909,0.0,1.0,0.5909090909090909,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.6954533333333333,True,0.8,0.9167,strong_buy,4,2,stable,0.6617,building
CPRT,"Copart, Inc.",Industrials,26959630336.0,18.086956,17.303156,3.0727024,,7.613,1.059,0.17607,0.15384640540558217,0.33481997,0.021,0.023,999977152.0,22870214656.0,1961246976.0,1696714000.0,4646958000.0,93116000.0,4199712000.0,9.477,10090902000.0,5754628000.0,,683281000.0,1552449000.0,1799750000.0,0.4518317144247914,,967478690.0,0.16172973044807615,0.45016088706089447,8.422051835189329,7.028978613258412,0.010280448665540504,0.01408831571458337,0.4605096749527446,0.502722074324815,962967011.0,,29.12,[],{},0.03709164923766409,11.66105795744513,13.479121794244639,0.07418880957266692,0.05528846313332105,,0.18035526728808485,0.95,19,20,0.8522281639928697,9.0,22.0,0.5252727272727272,0.5252727272727272,0.4090909090909091,0.0,1.0,0.4090909090909091,22.0,3,5,"cheapness,quality,risk",0.5046350000000001,True,1.0,0.906,strong_buy,4,15,stable,0.5011,persistent
PDD,PDD Holdings Inc.,Consumer Cyclical,126055989248.0,9.283019,7.243582,1.9889567,,2.535,1.21,0.254,0.15529469087656747,0.21620001,0.11,-0.149,71642849280.0,-306610765824.0,97156792320.0,93102131000.0,431845713000.0,5121999872.0,436071006208.0,44.525856,630044327000.0,518979892000.0,,213737168000.0,97842539000.0,106938690000.0,0.5628027619206677,,5693585848.0,0.222627469932162,0.6092273532763555,2.4281218697536033,2.20593322615702,0.008537169163337296,0.02100281043080645,0.6854211592639259,0.7798204686748454,5568585848.0,0.0,88.56,[],{},0.5683414941835989,-3.1558345896613478,-3.2932733389743785,-0.30364925624771527,0.10772357570311987,,0.22363807344470865,0.95,19,20,0.8239877769289533,11.0,22.0,0.6415,0.6415,0.5,0.0,1.0,0.5,22.0,3,5,"cheapness,quality,risk",0.564845,True,1.0,0.9023,strong_buy,4,15,stable,0.492,persistent
QCOM,QUALCOMM Incorporated,Technology,154990493696.0,16.869715,14.336553,5.730647,2.49,2.016,55.21,0.33754003,0.1105039586781804,0.21013,-0.04,-0.23,10241000448.0,161956495360.0,11998999552.0,12394000000.0,44284000000.0,15269999616.0,8304000000.0,25.758,50143000000.0,25754000000.0,,9144000000.0,5541000000.0,14012000000.0,0.5542859723602204,,1074000000.0,0.1838851216593538,0.5621374672758072,2.8164916885389326,2.402037319116527,0.29537522685120554,0.2653298038220256,0.8831541790479229,0.7064220183486238,1113000000.0,664000000.0,147.61,[],{},0.06607502307907223,13.497499908899071,13.067330592222042,0.0765267238739044,0.059277824195607336,,0.30230005609892924,1.0,20,20,0.8651711176420479,12.0,22.0,0.6430363636363636,0.6430363636363636,0.5454545454545454,0.0,1.0,0.5454545454545454,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.72852,True,1.0,0.8995,strong_buy,4,15,stable,0.8823,persistent
INTU,Intuit Inc.,Technology,86456836096.0,19.272562,11.561851,4.2022204,1.52,1.453,33.448,0.22496,0.10468640077926294,0.21907,0.104,0.107,5232000000.0,86576840704.0,6409999872.0,4938000000.0,18831000000.0,6899999744.0,6780000256.0,75.215,36958000000.0,14107000000.0,,10370000000.0,3869000000.0,6207000000.0,0.7956560989857151,,279129000.0,0.09221336984937134,0.7872275099785079,1.3603664416586307,1.2919503404084902,0.17963634395800637,0.20437570023652435,0.5095243249093566,0.5068156355035479,280268000.0,247000000.0,316.07,[],{},0.06051574677322784,13.50652768062957,17.532774545159985,0.05703603827359175,0.05188723741036609,,0.18572288250338498,1.0,20,20,0.8144023128034755,12.0,22.0,0.6625818181818182,0.6625818181818182,0.5454545454545454,0.0,1.0,0.5454545454545454,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7489216666666667,True,1.0,0.8535,strong_buy,4,15,stable,0.834,persistent
ROP,"Roper Technologies, Inc.",Technology,38765834240.0,16.338892,16.159887,2.073005,0.93,0.553,60.531,0.13066,0.044431269340891345,0.30244,0.085,2.33,2265687552.0,49720676352.0,3238000128.0,2235400000.0,7902500000.0,11319400448.0,364900000.0,189.083,34577000000.0,1928100000.0,,3725600000.0,1536300000.0,2540300000.0,0.6924391015501423,,106600000.0,0.049443588098816965,0.693019093078759,0.5175273781404337,0.4025624967381661,0.2703907221563467,0.24475102681691543,0.22854787864765597,0.2246455207804766,107300000.0,325000000.0,391.97,[],{},0.05844547386683558,15.35536577718134,22.242406885568577,0.044959163149237445,0.06120366056645701,,0.07245700357196108,1.0,20,20,0.8050483431297385,10.0,22.0,0.5973818181818182,0.5973818181818182,0.45454545454545453,0.0,1.0,0.45454545454545453,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7264633333333333,True,0.9,0.8487,strong_buy,4,7,stable,0.8269,persistent
PYPL,"PayPal Holdings, Inc.",Financial Services,48940916736.0,10.814745,9.879583,2.4881485,0.98,1.288,71.751,0.24497,0.06527135070410238,0.14364,0.048,-0.031,4423124992.0,51905916928.0,6456000000.0,6396000000.0,33172000000.0,14220999680.0,11256000512.0,22.993,80173000000.0,59759000000.0,,46443000000.0,5233000000.0,6416000000.0,0.4662064391655613,,920000000.0,0.052677040330263575,0.4609868855552411,1.2867170510087633,1.2795339635084635,0.12456812143739164,0.12548745633534455,0.413755254262657,0.4038996506827564,993000000.0,441000000.0,57.21,[],{},0.09037683163679756,8.03994995786865,8.115371627267042,0.1232229460250563,0.09246635033928215,,0.18962348058108508,1.0,20,20,0.8136163826709617,15.0,22.0,0.6680727272727274,0.6680727272727274,0.6818181818181818,0.0,1.0,0.6818181818181818,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.7042683333333334,True,1.0,0.8305,strong_buy,4,15,stable,0.8221,persistent
TRI,Thomson Reuters Corporation,Industrials,42837557248.0,28.198275,19.498672,3.6266537,2.67,0.604,22.85,0.12734,0.08372352285395764,0.19927,0.098,0.056,1677250048.0,45047554048.0,2169999872.0,1989000000.0,7476000000.0,2699000064.0,489000000.0,27.058,17940000000.0,2228000000.0,,3468000000.0,1502000000.0,2651000000.0,0.7580256821829856,,438092269.0,0.11986765742799804,0.7532378065582805,0.6424452133794695,1.0157159487776484,0.13221850613154962,0.1668384227368878,0.41672240802675586,0.3936649129467918,443062323.0,183000000.0,98.13,[],{},0.039153727610794324,20.75924272128252,22.648342910005027,0.044153340664859174,0.035463162196978364,,0.13743781094527363,1.0,20,20,0.7536742424242424,10.0,22.0,0.5616500000000001,0.5616500000000001,0.45454545454545453,0.0,1.0,0.45454545454545453,22.0,5,5,"cheapness,quality,dividend,garp,risk",0.6501483333333333,True,0.9,0.8035,strong_buy,4,7,stable,0.7786,persistent
NXPI,NXP Semiconductors N.V.,Technology,57785942016.0,45.649403,12.612914,5.07137,1.77,2.04,93.325,0.27921,0.07609186746987952,0.22564,0.195,0.726,3555000064.0,65901940736.0,5068000256.0,3035000000.0,12269000000.0,10976000000.0,3222000128.0,45.187,26560000000.0,7940000000.0,,3881000000.0,2021000000.0,2820000000.0,0.5473958757844976,,252854704.0,0.10293213040803773,0.5643729189789123,2.045864467920639,2.357972885732731,0.46016566265060244,0.44510969858519583,0.4619352409638554,0.5172852163215091,254324627.0,466000000.0,229.16,[],{},0.061520154210096246,13.003539346308983,21.71398376803954,0.046053271969001094,0.021906091521065457,,0.1338242426914767,1.0,20,20,0.7670063463668115,7.0,22.0,0.5169318181818183,0.5169318181818183,0.3181818181818182,0.0,1.0,0.3181818181818182,22.0,4,5,"cheapness,dividend,garp,risk",0.6141883333333333,True,0.9,0.8022,strong_buy,4,1,improving,0.3923,new
